	Ensifer	Pantoea	Enterobacter	Pseudomonas	Bacillus	Lysobacter	Rhizobium	Acinetobacter	Streptomyces	Pseudoxanthomonas	Anoxybacillus	Chryseobacterium	Tepidimonas	Acidibacter	Novosphingobium	Methylobacillus	Arthrobacter	Glycomyces	Bryobacter	Blastocatella	Steroidobacter	Gaiella	Hyphomicrobium	Chryseolinea	Massilia	unidentified_Nitrospiraceae	Bradyrhizobium	Ohtaekwangia	Roseiflexus	Devosia	Promicromonospora	Serratia	Agromyces	Phenylobacterium	Enterococcus	Flavisolibacter	Methylotenera	Dyadobacter	unidentified_Methylophilaceae	Altererythrobacter	Cellulosimicrobium	Candidatus_Nitrososphaera	Variovorax	Solirubrobacter	Woodsholea	Candidatus_Entotheonella	Sporosarcina	Terribacillus	Illumatobacter	Gemmatimonas	Terrimonas	Chitinophaga	Bifidobacterium	Lysinibacillus	Modestobacter	Nocardioides	unidentified_Gemmatimonadetes	Methylophilus	Iamia	Opitutus	Aeromicrobium	Pseudonocardia	Aquicella	Polycyclovorans	Bosea	Marmoricola	Paenibacillus	Microvirga	Skermanella	Sorangium	Cellvibrio	Candidatus_Glomeribacter	Flavobacterium	Pedomicrobium	Niastella	Ramlibacter	Haloferula	Parasegetibacter	unidentified_GR-WP33-30	Variibacter	Kribbella	Lysinimonas	Exiguobacterium	Rhizocola	Bdellovibrio	Escherichia-Shigella	Dongia	Paucibacter	Fictibacillus	Candidatus_Alysiosphaera	Nordella	Sphingopyxis	Mycobacterium	Simiduia	Parafilimonas	Domibacillus	Reyranella	Polyangium	Ferruginibacter	Solitalea	Staphylococcus	Luteibacter	Blautia	Blastococcus	Acidovorax	Dechloromonas	Rhizobacter	Cellulomonas	unidentified_Cytophagaceae	Corynebacterium_1	Marinicella	Nitrosospira	Actinophytocola	Euzebya	Paracocccus	Rubellimicrobium	AKYG587	Aquabacterium	Niabella	Sporocytophaga	Nitrolancea	Luteolibacter	Agaricicola	Prosthecobacter
Marmoricola	0	0	0	0	0	0	0	0.879248658318426	0	0.852547257320515	0	0	0	0.770330959968851	0	0	0.850759946508523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916890446552252	0.727191413237925	0.768336314847943	0	0.759607095096895	0	0	0	0	0.829159212880143	0	0	0	0	0	0.745308608600954	0	0	0.797140622148742	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838248770824574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75603247347291	0	0	0	0	0.820375662704647	0	0	0	0	0	0	0	0	-0.716204405186128	0	0	0	0	0.865831842576029	0	0	-0.763181716720881	-0.701252236135957	0.713774597495528	0	0	0	0.723860878857041	0	0	0	0	0	0	0.913160616612313
Paenibacillus	-0.775	0	0	0.810714285714286	0	0.703571428571429	0	0	0	0	0	0	0	0	0.732142857142857	0	0	0.732142857142857	0.739285714285714	0.867857142857143	0	0.785714285714286	0.828571428571429	0	0.892857142857143	0	0.75	0	0.739285714285714	0	0.710714285714286	0	0	0	0.807142857142857	0	0	0	0	0	0	0.771428571428571	0.839285714285714	0	0.702513473078001	0.946428571428571	0	0.767857142857143	0.89544271680834	0	0.835714285714286	0.810714285714286	0.836461460012581	0	0	0.903571428571429	0.798927932960734	0.882142857142857	0	0.763445764110276	0.735714285714286	0.739285714285714	0	0	0.801801783725941	0	0	0	0.764285714285714	0	0.85	0.746428571428571	0.728571428571429	0	0.789285714285714	0	0.746428571428571	0.752457851848924	0.836461460012581	0	0	0	0	0.75	0	0.721428571428571	0.723860878857041	0.745308608600954	0	0	0.821428571428571	0.757142857142857	0	0	0	0	0.839285714285714	0.814285714285714	0	0.705987770737114	0.753571428571429	0.710714285714286	0.758498530309262	0.727435500481027	0	0.828571428571429	0.739285714285714	0	0	0	0	0.704200459925122	0	0	0	0.716711635609071	0	0.770330959968851	0	0	0	0.715564651235153	0.832142857142857	0
Microvirga	-0.917857142857143	0	0	0	0	0	0	0	-0.7	0	0	0	0	0	0.885714285714286	0	-0.742857142857143	0.964285714285714	0.942857142857143	0	0	0.921428571428571	0.710714285714286	0.778571428571429	0.814285714285714	0	0.964285714285714	0	0.928571428571429	0	0.957142857142857	0	0	0	0.828571428571429	0	0	0	0	0	0	0.717857142857143	0.839285714285714	0	0.867389084106511	0	0	0.875	0.832886838388596	0	0	0.882142857142857	0.852547257320515	0	0	0.742857142857143	0.899017338432325	0.817857142857143	0	0.892478851002154	0	0.864285714285714	0	-0.896428571428571	0.846645283934327	0	0	0	0.867857142857143	0.80250255458472	0.760714285714286	0	0	0	0	0	0.932142857142857	0.881144230312398	0.845398014072545	0.867857142857143	0.842857142857143	0	0	0.914285714285714	0	0.903571428571429	0.913315824928267	0.806077176208705	0	0	0	0.846428571428571	0.87835560939115	0	0	0	0	0.892857142857143	0	0	0.921428571428571	0	0.880144521019238	0.7828421356528	0.813226419456676	0.839285714285714	0.907142857142857	0	0	0	0.839285714285714	0.947274730356128	0	0	0	0.911528514116274	0	0.938338176296165	0	0	0	0.915922753580996	0.785714285714286	0
Skermanella	-0.878571428571429	0	0	0	0	0.8	0	0	0	0	0	0.710714285714286	0	0	0.882142857142857	0	0	0.910714285714286	0.903571428571429	0	0	0.878571428571429	0.778571428571429	0	0.917857142857143	0	0.914285714285714	0	0.914285714285714	0	0.903571428571429	0	0	0	0.832142857142857	0	0	0	0	0	0	0.707142857142857	0.896428571428571	0	0.888894598588491	0	0	0.9	0.881144230312398	0	0	0.946428571428571	0.866845743816457	0	0	0.885714285714286	0.909741203304282	0.85	0	0.867389084106511	0	0.914285714285714	0	-0.792857142857143	0.921982364284415	0	0.764285714285714	0.867857142857143	0	0.823950284328632	0.767857142857143	0	0	0.814285714285714	0	0	0.896428571428571	0.888293473560369	0.87578229787642	0.885714285714286	0.942857142857143	0	0	0.867857142857143	0.785714285714286	0.928571428571429	0.863271122192471	0.806077176208705	0	0	0	0.932142857142857	0.906978195440556	0	0	0	0	0.896428571428571	0	0	0.832142857142857	0	0.788910027986756	0.816801041080661	0.866845743816457	0.864285714285714	0.903571428571429	0	0	0	0	0.859696500568486	0	0.807142857142857	0	0.877569608688413	0	0.899017338432325	0	0	0	0.869411051250711	0.9	0
Sorangium	-0.872207676252435	-0.816801041080661	0	0	0	0	0	-0.728085867620751	-0.845398014072545	0	0	0.75603247347291	0	0	0.813226419456676	0	0	0.859696500568486	0.852547257320515	0	-0.785330948121646	0.877569608688413	0	0	0.866845743816457	0	0.886506162748377	0	0.884718851936384	0	0.761394405908888	0	-0.831842576028623	0	0.795353311336749	0	0	0	0	0	0	0	0.888293473560369	-0.757819784284902	0.904039146722052	0	0	0.89544271680834	0.87298747763864	-0.711349703173092	0	0.904379270868303	0.871198568872988	0	0	0.750670541036932	0.898032200357782	0.899017338432325	0	0.866370848941966	0	0.86863305462845	0	-0.7095623923611	0.886899792764208	0	0	0.80250255458472	0.823950284328632	0	0	0.738159365352983	0	0	0	0	0.840036081636567	0.855098389982111	0.84257602862254	0.866845743816457	0.816801041080661	-0.788204068088778	0	0.879356919500406	0	0.843610703260552	0.807692307692308	0.73345259391771	-0.713137013985085	0	0	0.811439108644683	0.81468251089922	0	0	0	0	0.881144230312398	0	0.791592128801431	0.722073568045049	0	0.793196378743636	0.747763864042934	0.735241502683363	0.938338176296165	0.86863305462845	0	0	0	0	0.826475849731664	0	0	0	0.851520572450805	0	0.912343470483005	0	0	0	0.879140907365972	0.795353311336749	-0.778872290639914
Cellvibrio	-0.782142857142857	0	0	0.707142857142857	0	0.775	0	0	0	0	0	0.739285714285714	0	0	0.878571428571429	0	0	0.782142857142857	0.789285714285714	0.721428571428571	0	0.810714285714286	0.921428571428571	0	0.782142857142857	0	0.814285714285714	0	0.842857142857143	0	0.764285714285714	0	0	0	0.853571428571429	0	0	0	0	0	0	0.917857142857143	0.753571428571429	0	0.727603239973644	0.782142857142857	0	0.753571428571429	0.816801041080661	0	0.8	0.753571428571429	0.788204068088778	0	0	0.75	0.841823392448559	0.817857142857143	0	0.77778277376493	0	0.771428571428571	0	-0.728571428571429	0.717496003334175	0	0.85	0.760714285714286	0.767857142857143	0	0	0.825	0.867857142857143	0	0	0	0.875	0.809651797832691	0.807864487020698	0.789285714285714	0.714285714285714	0	0	0.778571428571429	0	0.828571428571429	0.800715243772727	0.873994987064428	0	0	0	0.807142857142857	0.796065674499108	0	0	0	0.721428571428571	0.775	0	0.713137013985085	0.867857142857143	0	0.82826608380469	0.927614311424208	0.7828421356528	0.789285714285714	0.792857142857143	0	0	0	0	0.823950284328632	0	0	0	0.784629446464793	0	0.831099527576603	0	0	0	0.762076353565438	0.878571428571429	0
Candidatus_Glomeribacter	-0.732142857142857	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0.785714285714286	0	0	0.714285714285714	0.710714285714286	0	0	0.778571428571429	0	0	0.703571428571429	0	0.753571428571429	0	0.803571428571429	0	0	0	0	0	0.807142857142857	0	0	0	0	0	0	0.785714285714286	0.85	0	0	0	0	0.717857142857143	0.816801041080661	0	0.707142857142857	0	0.757819784284902	0	0	0	0.841823392448559	0.792857142857143	0	0.706097725491664	0	0.742857142857143	0	0	0.717496003334175	0	0.746428571428571	0	0	0.738159365352983	0.825	0	0.771428571428571	0	0	0	0.807142857142857	0.784629446464793	0	0.746428571428571	0	0	0	0.732142857142857	0	0.75	0	0.820375662704647	0	0	0	0	0.742398325656471	0	0	0	0	0.732142857142857	0	0	0	0	0.722720297747505	0.825737595140625	0	0.782142857142857	0.7	0	0	0	0	0	0	0	0	0.711349703173092	0	0.791778689712764	0	0	0	0.720931386119417	0.821428571428571	0
Flavobacterium	0	0	0	0.707142857142857	0	0.721428571428571	0	0	0	0	0	0	0	0	0.846428571428571	0	0	0	0.721428571428571	0	0	0.728571428571429	0.857142857142857	0	0	0	0	0	0.753571428571429	0	0	0	0	0	0.835714285714286	0	0	0	0	0	0	0.85	0	0	0	0.764285714285714	0	0	0	0	0.867857142857143	0	0	0	0	0	0.727435500481027	0	0	0.738355997214634	0	0	0	0	0	0	0.728571428571429	0	0	0	0.867857142857143	0.771428571428571	0	0	0	0.757142857142857	0.767857142857143	0.773905581592837	0	0.707142857142857	0	0	0	0.728571428571429	0	0.757142857142857	0.734584743728998	0.84897263569653	0	0	0	0.721428571428571	0.73524267914412	0	0	0	0	0.714285714285714	0	0	0.767857142857143	0	0.76028744193735	0.877569608688413	0	0	0.75	0	0	0	0	0.748883230224939	0	0	0	0.741733986976968	0	0.702413149113129	0	0	0	0	0.760714285714286	0
Pedomicrobium	0	0	-0.739285714285714	0	0	0	0	0	0	0	-0.735714285714286	0	-0.75	0	0	-0.763181716720881	0	0	0.778571428571429	0	0	0	0	0.735714285714286	0	0	0.721428571428571	0	0	0.742857142857143	0.735714285714286	0	0	0	0.721428571428571	0	-0.752457851848924	0	0	0	0	0	0	-0.703571428571429	0.724018987559981	0	0	0.753571428571429	0	0	0	0.778571428571429	0	0	0	0.757142857142857	0.725648189669034	0	-0.751342883796911	0.720434735146317	0	0.75	0	0	0.713908523317504	0	0	0	0.814285714285714	0	0	0	0	0	0	0	0	0	0	0.739285714285714	0.871428571428571	0	0	0.7	0.932142857142857	0.717857142857143	0	0	0	-0.714285714285714	0	0.732142857142857	0.704831181466626	0	0	0	0	0	0	0	0	0	0	0	0.752457851848924	0	0.753571428571429	0	0	0	0	0	0	0.910714285714286	0	0	0	0.704200459925122	0	0	0	0.711986827978977	0.739285714285714	0
Niastella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792857142857143	0	0	0	0	0.767857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramlibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.728571428571429	0	0	0	0.735714285714286	0	0	0	0	0.785714285714286	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0.757142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735714285714286	0	0	0	0	0	0.735714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloferula	-0.903571428571429	0	0	0	0	0.760714285714286	0	0	-0.782142857142857	0	0	0.785714285714286	0	0	0.946428571428571	0	0	0.95	0.932142857142857	0	0	0.917857142857143	0.832142857142857	0	0.842857142857143	0	0.967857142857143	0	0.971428571428571	0	0.896428571428571	0	0	0	0.907142857142857	0	0	0	0	0	0	0.867857142857143	0.871428571428571	0	0.874557588933838	0	0	0.871428571428571	0.872207676252435	0	0	0.885714285714286	0.841823392448559	0	0	0.789285714285714	0.963360527664062	0.853571428571429	0	0.881726093761164	0	0.896428571428571	0	-0.85	0.823326663825966	0	0.746428571428571	0.932142857142857	0.896428571428571	0.840036081636567	0.875	0.807142857142857	0.767857142857143	0	0	0	0	0.927614311424208	0.847185324884537	0.932142857142857	0.9	0	0	0.932142857142857	0	0.932142857142857	0.888293473560369	0.890080784372362	0	0	0	0.878571428571429	0.91234493032482	0	0	0	0	0.892857142857143	0	0	0.942857142857143	0	0.872988874506887	0.906166581680296	0.886506162748377	0.871428571428571	0.921428571428571	0	0	0	0	0.934763554672179	0	0.703571428571429	0	0.916890446552252	0	0.956211284416092	0	0	0	0.932022958233787	0.892857142857143	0
Parasegetibacter	-0.96157321685207	-0.750670541036932	0	0	0	0.713137013985085	0	-0.731663685152057	-0.813226419456676	0	0	0	0	0	0.924039689800223	0	0	0.884718851936384	0.929401622236201	0	0	0.975871703348011	0.831099527576603	0	0.873994987064428	0	0.927614311424208	0	0.96872246010004	0	0.884718851936384	0	-0.754919499105546	0	0.927614311424208	0	0	0	0	0	0	0.763181716720881	0.884718851936384	0	0.864577120476248	0	0	0.863271122192471	0.839892665474061	-0.720286257233056	0.711349703173092	0.881144230312398	0.913237924865832	0	0	0.813226419456676	0.892665474060823	0.865058433004464	0	0.954263543762166	0	0.920465068176238	0	-0.884718851936384	0.891388152039331	0	0.752457851848924	0.881144230312398	0.888293473560369	0.855098389982111	0.809651797832691	0.784629446464793	0.773905581592837	0	0	0	0.927614311424208	0	0.822003577817531	0.945487419544135	0.845398014072545	0	0	0.970509770912033	0	0.965147838476055	0.926654740608229	0.865831842576029	0	0	0	0.884718851936384	0.957028136429963	0	0	0	0	0.974084392536019	0	0	0.881144230312398	0	0.943599303832723	0.893559928443649	0.847942754919499	0.897230027620333	0.949062041168121	0	0	0	0	0.926654740608229	0	0	0	0.968694096601073	0	0.92128801431127	0	0	0	0.920322660664174	0.852547257320515	-0.706356594614818
unidentified_GR-WP33-30	-0.841823392448559	0	0	0	0	0.700625838301136	0	0	0	0	0	0	0	0	0.823950284328632	0	0	0.907953892492289	0.820375662704647	0.891868095184355	0	0.841823392448559	0.768543649156859	0	0.934763554672179	0	0.873994987064428	0	0.859696500568486	0	0.813226419456676	0	0	0	0.739946676164976	0	0	0	0	0	0	0.704200459925122	0.856121878944501	0	0.889689318996305	0.738159365352983	0	0.882931541124391	0.898926654740608	0	0	0.918677757364245	0.843470483005367	0	0	0.793566000524756	0.868515205724508	0.902591960056311	0	0.826908822696163	0	0.818588351892654	0	-0.797140622148742	0.91113693284987	0	0.836461460012581	0.845398014072545	0.87578229787642	0.84257602862254	0.807864487020698	0	0	0	0	0	0.847185324884537	0.822003577817531	0	0.820375662704647	0.768543649156859	0	0	0.80250255458472	0	0.852547257320515	0.858676207513417	0.738819320214669	0	0	0	0.897230027620333	0.838854409574252	0	0	0	0	0.856121878944501	0	0.794275491949911	0.818588351892654	0	0.815577766405703	0.737924865831843	0.737030411449016	0.884718851936384	0.852547257320515	0	0	0	0	0.881037567084079	0	0	0	0.870304114490161	0	0.888193202146691	0	0	0	0.87197886331411	0.800715243772727	0
Variibacter	-0.946428571428571	-0.821428571428571	0	0	0	0.742857142857143	0	-0.700625838301136	-0.9	0	0	0.792857142857143	0	0	0.935714285714286	0	0	0.889285714285714	0.928571428571429	0	-0.73637205454099	0.910714285714286	0.853571428571429	0	0.821428571428571	0	0.95	0	0.960714285714286	0	0.835714285714286	0	-0.816801041080661	0	0.910714285714286	0	0	0	0	0	0	0.832142857142857	0.828571428571429	-0.710714285714286	0.93190562755245	0	0	0.9	0.854334568132508	-0.725	0	0.917857142857143	0.866845743816457	0	0	0.810714285714286	0.913315824928267	0.825	0	0.928321375138787	0	0.964285714285714	0	-0.814285714285714	0.886107564117707	0	0	0.867857142857143	0.885714285714286	0.866845743816457	0.789285714285714	0.746428571428571	0.707142857142857	0.739285714285714	0	0	0.932142857142857	0.945487419544135	0.820375662704647	0	0.9	-0.792857142857143	0	0.95	0.742857142857143	0.953571428571429	0.931188933048194	0.881144230312398	0	0	0	0.925	0.964223367539369	0	0	0	0	0.903571428571429	0	0	0.896428571428571	0	0.865833227994535	0.879356919500406	0.949062041168121	0.860714285714286	0.964285714285714	0	0	0	0	0.911528514116274	0	0	0	0.940125487108157	0	0.916890446552252	0	0	0	0.969590102423632	0.885714285714286	0
Kribbella	-0.846428571428571	-0.714285714285714	0	0	0	0.807142857142857	0	0	-0.796428571428571	0	0	0.825	0	0	0.878571428571429	0	0	0.889285714285714	0.903571428571429	0	0	0.828571428571429	0.753571428571429	0	0.839285714285714	0	0.910714285714286	0	0.889285714285714	0	0.842857142857143	0	-0.727435500481027	0	0.864285714285714	0	0	0	0	0	0	0.771428571428571	0.853571428571429	0	0.896063103415817	0	0	0.907142857142857	0.84897263569653	0	0	0.921428571428571	0.820375662704647	0	0	0.871428571428571	0.931188933048194	0.771428571428571	0	0.842299317210868	0	0.907142857142857	0	0	0.853820243967669	0	0	0.842857142857143	0.942857142857143	0.816801041080661	0.714285714285714	0	0	0.871428571428571	0	0	0.9	0.845398014072545	0.768543649156859	0.9	0	0	0	0.875	0.814285714285714	0.875	0.816801041080661	0.822162973516639	0	0	0	0.885714285714286	0.860466493110272	0	0	0	0.728571428571429	0.839285714285714	0	0	0.825	0	0.728087032631768	0.809651797832691	0.907953892492289	0.8	0.896428571428571	0	0	0	0	0.823950284328632	0	0.807142857142857	0	0.820375662704647	0	0.891868095184355	0	0	0	0.880144521019238	0.907142857142857	0
Lysinimonas	0.7	0.810714285714286	0	0	0	0	0	0.7828421356528	0.917857142857143	0	0	-0.725	0	0	0	0	0	0	0	0	0.791778689712764	0	0	0	0	0	0	0	-0.728571428571429	0	0	0	0.882931541124391	0	0	0.7	0	0	0	0	0	0	0	0.817857142857143	-0.75627725928295	0	0	-0.721428571428571	0	0.860714285714286	0	0	0	0	0	0	0	0	0	-0.716850482732654	0	-0.721428571428571	0	0	0	0	0	0	0	-0.788204068088778	0	0	0	0	0	0	0	0	0	-0.792857142857143	0	0	0	-0.746428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.707775081549107	0	0	-0.721428571428571	0	0	0	0	-0.713137013985085	0	0	0	-0.700625838301136	0	-0.723860878857041	0	0	0	-0.756709618681174	0	0.771020911705877
Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725156960250954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777081779626948	0.785332204730581	0	0	0	0
Rhizocola	-0.978571428571429	-0.825	0	0	0	0.7	0	-0.747095919412946	-0.871428571428571	0	0	0.764285714285714	0	0	0.914285714285714	0	0	0.903571428571429	0.957142857142857	0	0	0.975	0.821428571428571	0	0.860714285714286	0	0.957142857142857	0	0.960714285714286	0	0.892857142857143	0	-0.773905581592837	0	0.939285714285714	0	0	0	0	0	0	0.792857142857143	0.875	-0.707142857142857	0.892478851002154	0	0	0.889285714285714	0.857909189756493	-0.7	0.710714285714286	0.903571428571429	0.920465068176238	0	0	0.832142857142857	0.909741203304282	0.864285714285714	0	0.96416389927542	0	0.935714285714286	0	-0.835714285714286	0.878932604084365	0	0.75	0.914285714285714	0.867857142857143	0.879356919500406	0.778571428571429	0.732142857142857	0.728571428571429	0.7	0	0	0.932142857142857	0.970509770912033	0.80250255458472	0.95	0.875	-0.746428571428571	0	0	0	0.939285714285714	0.932976243860187	0.850759946508523	0	0	0	0.875	0.917711665209084	0	0	0	0	0.971428571428571	0	0	0.910714285714286	0	0.930234046605699	0.86863305462845	0.861483811380479	0.903571428571429	0.960714285714286	0	0	0	0	0.929401622236201	0	0	0	0.947274730356128	0	0.938338176296165	0	0	0	0.937389693118051	0.85	-0.717353562863241
